"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3841","Verify that user can view expected result by clicking on expected output buton","purchased","Fri Jan 23 07:48:59 UTC 2026","passed","Fri Jan 23 07:49:02 UTC 2026","Technical Question page Test Cases","TechnicalQuestionDetailsTests/TQuestionTests.Purchased.spec.ts","",""
"","3971","Open a free question","purchased","Fri Jan 23 07:48:51 UTC 2026","passed","Fri Jan 23 07:48:55 UTC 2026","Technical Question page Test Cases","TechnicalQuestionDetailsTests/TQuestionTests.Purchased.spec.ts","",""
"","3488","Verify that user delete a bookmark list","purchased","Fri Jan 23 07:48:24 UTC 2026","passed","Fri Jan 23 07:48:28 UTC 2026","bookmark Page Test Cases","BookmarkTests/BookmarkTests.Purchased.spec.ts","",""
"","4121","Verify that the user can add a question to an existing bookmark list.","purchased","Fri Jan 23 07:49:26 UTC 2026","passed","Fri Jan 23 07:49:30 UTC 2026","Technical Question page Test Cases","TechnicalQuestionDetailsTests/TQuestionTests.Purchased.spec.ts","",""
"","1399","Check the progress bar","guest","Fri Jan 23 07:48:20 UTC 2026","passed","Fri Jan 23 07:48:22 UTC 2026","Question Test Cases","QuestionTests/QuestionTests.Guest.spec.ts","",""
"","8375","Verify that user create a bookmark list from project detail page","purchased","Fri Jan 23 07:48:16 UTC 2026","passed","Fri Jan 23 07:48:24 UTC 2026","bookmark Page Test Cases","BookmarkTests/BookmarkTests.Purchased.spec.ts","",""
"","6353","Verify that user can share the answer with community","purchased","Fri Jan 23 07:49:12 UTC 2026","passed","Fri Jan 23 07:49:18 UTC 2026","Technical Question page Test Cases","TechnicalQuestionDetailsTests/TQuestionTests.Purchased.spec.ts","",""
"","3954","Open a premium question","guest","Fri Jan 23 07:48:22 UTC 2026","passed","Fri Jan 23 07:48:26 UTC 2026","Technical Question page Test Cases","TechnicalQuestionDetailsTests/TQuestionTests.Guest.spec.ts","",""
"","3785","Open a premium question","user","Fri Jan 23 07:48:31 UTC 2026","passed","Fri Jan 23 07:48:34 UTC 2026","Technical Question page Test Cases","TechnicalQuestionDetailsTests/TQuestionTests.Member.spec.ts","",""
"","1845","Verify that user create a bookmark list","purchased","Fri Jan 23 07:48:09 UTC 2026","passed","Fri Jan 23 07:48:11 UTC 2026","bookmark Page Test Cases","BookmarkTests/BookmarkTests.Purchased.spec.ts","",""
"","1551","Check the progress bar","user","Fri Jan 23 07:48:24 UTC 2026","passed","Fri Jan 23 07:48:26 UTC 2026","Question Test Cases","QuestionTests/QuestionTests.Member.spec.ts","",""
"","2178","Verify that user can rename a bookmark list","purchased","Fri Jan 23 07:48:07 UTC 2026","passed","Fri Jan 23 07:48:09 UTC 2026","bookmark Page Test Cases","BookmarkTests/BookmarkTests.Purchased.spec.ts","",""
"","4544","Check submission tab when there are no submissions","user","Fri Jan 23 07:48:26 UTC 2026","passed","Fri Jan 23 07:48:31 UTC 2026","Technical Question page Test Cases","TechnicalQuestionDetailsTests/TQuestionTests.Member.spec.ts","",""
